,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
3484,4/1/2012,Season 2,Episode 1,The North Remembers,robb stark,I understand you don't trust Lord Greyjoy.,House Stark, i understand you do not trust lord greyjoy,8,"['i', 'understand', 'you', 'do', 'not', 'trust', 'lord', 'greyjoy']","['understand', 'trust', 'lord', 'greyjoy']","['understand', 'trust', 'lord', 'greyjoy']", understand trust lord greyjoy,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,0.0011580775911986102,0.0013020833333333333,0.0003804017041996348,0.0
6766,6/3/2012,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"The gods are good. I am free to heed my heart. Ser Loras, I will gladly wed your sweet sister. You will be my queen and I will love you from this day until my last day.",House Lannister, the gods are good i am free to heed my heart ser loras i will gladly wed your sweet sister you will be my queen and i will love you from this day until my last day,37,"['the', 'gods', 'are', 'good', 'i', 'am', 'free', 'to', 'heed', 'my', 'heart', 'ser', 'loras', 'i', 'will', 'gladly', 'wed', 'your', 'sweet', 'sister', 'you', 'will', 'be', 'my', 'queen', 'and', 'i', 'will', 'love', 'you', 'from', 'this', 'day', 'until', 'my', 'last', 'day']","['gods', 'good', 'free', 'heed', 'heart', 'ser', 'loras', 'gladly', 'wed', 'sweet', 'sister', 'queen', 'love', 'day', 'last', 'day']","['god', 'good', 'free', 'heed', 'heart', 'ser', 'loras', 'gladly', 'wed', 'sweet', 'sister', 'queen', 'love', 'day', 'last', 'day']", god good free heed heart ser loras gladly wed sweet sister queen love day last day,"{'neg': 0.0, 'neu': 0.358, 'pos': 0.642, 'compound': 0.9509}",0.9509,0.0005645628257093224,0.000386939858490566,0.0005325623858794887,0.00043595434369055167
3332,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,"No one will talk to your daughters, you have my word. Now, sit down and shut your mouth.",House Mormont, no one will talk to your daughters you have my word now sit down and shut your mouth,18,"['no', 'one', 'will', 'talk', 'to', 'your', 'daughters', 'you', 'have', 'my', 'word', 'now', 'sit', 'down', 'and', 'shut', 'your', 'mouth']","['one', 'talk', 'daughters', 'word', 'sit', 'shut', 'mouth']","['one', 'talk', 'daughter', 'word', 'sit', 'shut', 'mouth']", one talk daughter word sit shut mouth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.00039705517412523783,0.0006176999101527404,0.0006086427267194157,0.0002717637467161881
6199,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,arya stark,"Fine, Jaqen H'ghar.",House Stark, fine jaqen hghar,3,"['fine', 'jaqen', 'hghar']","['fine', 'jaqen', 'hghar']","['fine', 'jaqen', 'hghar']", fine jaqen hghar,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,0.0,0.0,0.0,0.0
5959,5/13/2012,Season 2,Episode 7,A Man Without Honor,jaime lannister,"No, that wasn't it. Snow, a bastard from the North. Now, when When good old Ned came home with some whore's baby, did you pretend to love it? No. You're not very good at pretending. You're an honest woman. You hated that boy, didn't you? How could you not hate him? The walking, talking reminder that the honorable Lord Eddard Stark fucked another woman.",House Lannister, no that was not it snow a bastard from the north now when when good old ned came home with some whores baby did you pretend to love it no you are not very good at pretending you are an honest woman you hated that boy did not you how could you not hate him the walking talking reminder that the honorable lord eddard stark fucked another woman,68,"['no', 'that', 'was', 'not', 'it', 'snow', 'a', 'bastard', 'from', 'the', 'north', 'now', 'when', 'when', 'good', 'old', 'ned', 'came', 'home', 'with', 'some', 'whores', 'baby', 'did', 'you', 'pretend', 'to', 'love', 'it', 'no', 'you', 'are', 'not', 'very', 'good', 'at', 'pretending', 'you', 'are', 'an', 'honest', 'woman', 'you', 'hated', 'that', 'boy', 'did', 'not', 'you', 'how', 'could', 'you', 'not', 'hate', 'him', 'the', 'walking', 'talking', 'reminder', 'that', 'the', 'honorable', 'lord', 'eddard', 'stark', 'fucked', 'another', 'woman']","['snow', 'bastard', 'north', 'good', 'old', 'ned', 'came', 'home', 'whores', 'baby', 'pretend', 'love', 'good', 'pretending', 'honest', 'woman', 'hated', 'boy', 'could', 'hate', 'walking', 'talking', 'reminder', 'honorable', 'lord', 'eddard', 'stark', 'fucked', 'another', 'woman']","['snow', 'bastard', 'north', 'good', 'old', 'ned', 'came', 'home', 'whore', 'baby', 'pretend', 'love', 'good', 'pretending', 'honest', 'woman', 'hated', 'boy', 'could', 'hate', 'walking', 'talking', 'reminder', 'honorable', 'lord', 'eddard', 'stark', 'fucked', 'another', 'woman']", snow bastard north good old ned came home whore baby pretend love good pretending honest woman hated boy could hate walking talking reminder honorable lord eddard stark fucked another woman,"{'neg': 0.373, 'neu': 0.312, 'pos': 0.315, 'compound': -0.6486}",-0.6486,0.0007295888824551245,0.0005208333333333333,0.0003347534996956787,0.000570703868103995
5616,5/13/2012,Season 2,Episode 7,A Man Without Honor,tywin lannister,Don't like mutton.,House Lannister, do not like mutton,4,"['do', 'not', 'like', 'mutton']","['like', 'mutton']","['like', 'mutton']", like mutton,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.001679212507237985,0.0013757861635220125,0.0018259281801582471,0.0006341154090044388
5187,5/6/2012,Season 2,Episode 6,The Old Gods and the New,bran stark,"I'll do anything, please! No, please stop it!",House Stark, i will do anything please no please stop it,9,"['i', 'will', 'do', 'anything', 'please', 'no', 'please', 'stop', 'it']","['anything', 'please', 'please', 'stop']","['anything', 'please', 'please', 'stop']", anything please please stop,"{'neg': 0.282, 'neu': 0.128, 'pos': 0.59, 'compound': 0.34}",0.34,0.00023161551823972206,0.001154677672955975,0.0015216068167985394,0.0
5685,5/13/2012,Season 2,Episode 7,A Man Without Honor,robb stark,And what then?,House Stark, and what then,3,"['and', 'what', 'then']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
6284,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,talisa,I don't want you to marry her. But you needed that bridge. I hope it's a very beautiful bridge.,House Stark, i do not want you to marry her but you needed that bridge i hope it is a very beautiful bridge,21,"['i', 'do', 'not', 'want', 'you', 'to', 'marry', 'her', 'but', 'you', 'needed', 'that', 'bridge', 'i', 'hope', 'it', 'is', 'a', 'very', 'beautiful', 'bridge']","['want', 'marry', 'needed', 'bridge', 'hope', 'beautiful', 'bridge']","['want', 'marry', 'needed', 'bridge', 'hope', 'beautiful', 'bridge']", want marry needed bridge hope beautiful bridge,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.7964}",0.7964,0.00029779138059392833,0.0006457771787960467,0.0007825406486392488,0.0007247033245765015
6859,6/3/2012,Season 2,Episode 10,Valar Morghulis,catelyn stark,I know that seems important to you.,House Stark, i know that seems important to you,7,"['i', 'know', 'that', 'seems', 'important', 'to', 'you']","['know', 'seems', 'important']","['know', 'seems', 'important']", know seems important,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,0.0007720517274657402,0.001572327044025157,0.0014201663623453033,0.0006341154090044388
6033,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,talisa,And you? You think I'm fighting this war so they'll sing songs about me? I want to go home. I want the men following me to go home.,House Stark, and you you think i am fighting this war so they will sing songs about me i want to go home i want the men following me to go home,30,"['and', 'you', 'you', 'think', 'i', 'am', 'fighting', 'this', 'war', 'so', 'they', 'will', 'sing', 'songs', 'about', 'me', 'i', 'want', 'to', 'go', 'home', 'i', 'want', 'the', 'men', 'following', 'me', 'to', 'go', 'home']","['think', 'fighting', 'war', 'sing', 'songs', 'want', 'go', 'home', 'want', 'men', 'following', 'go', 'home']","['think', 'fighting', 'war', 'sing', 'song', 'want', 'go', 'home', 'want', 'men', 'following', 'go', 'home']", think fighting war sing song want go home want men following go home,"{'neg': 0.356, 'neu': 0.5, 'pos': 0.144, 'compound': -0.7003}",-0.7003,0.000881920627143557,0.0015042936623125302,0.001615244159370757,0.0015608994683186186
6052,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,catelyn stark,Robb. How many men did we send in pursuit of the Kingslayer?,House Stark, robb how many men did we send in pursuit of the kingslayer,12,"['robb', 'how', 'many', 'men', 'did', 'we', 'send', 'in', 'pursuit', 'of', 'the', 'kingslayer']","['robb', 'many', 'men', 'send', 'pursuit', 'kingslayer']","['robb', 'many', 'men', 'send', 'pursuit', 'kingslayer']", robb many men send pursuit kingslayer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006176413819725921,0.0003275681341719078,0.0011158449989855954,0.0007398013105051785
5898,5/13/2012,Season 2,Episode 7,A Man Without Honor,catelyn stark,How dare you!,House Stark, how dare you,3,"['how', 'dare', 'you']",['dare'],['dare'], dare,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
5006,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,luwin,Do you need so many?,House Stark, do you need so many,5,"['do', 'you', 'need', 'so', 'many']","['need', 'many']","['need', 'many']", need many,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006369426751592356,0.0,0.0016737674984783932,0.0025364616360177552
3990,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,jorah mormont,What business is that of yours?,House Mormont, what business is that of yours,6,"['what', 'business', 'is', 'that', 'of', 'yours']",['business'],['business'], business,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
3671,4/8/2012,Season 2,Episode 2,The Night Lands,jon snow,"Hello, Gilly. What're you doing?",House Stark, hello gilly what are you doing,6,"['hello', 'gilly', 'what', 'are', 'you', 'doing']","['hello', 'gilly']","['hello', 'gilly']", hello gilly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
6490,5/27/2012,Season 2,Episode 9,Blackwater,tyrion lannister,"Always been a great romantic, my nephew.",House Lannister, always been a great romantic my nephew,7,"['always', 'been', 'a', 'great', 'romantic', 'my', 'nephew']","['always', 'great', 'romantic', 'nephew']","['always', 'great', 'romantic', 'nephew']", always great romantic nephew,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.7783}",0.7783,0.0006658946149392009,0.00031937893081761005,0.0003804017041996348,0.0
4956,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,daenerys targaryen,Our host saved us from the Red Waste and you want to steal from him? I will hear no more.,House Targaryen, our host saved us from the red waste and you want to steal from him i will hear no more,20,"['our', 'host', 'saved', 'us', 'from', 'the', 'red', 'waste', 'and', 'you', 'want', 'to', 'steal', 'from', 'him', 'i', 'will', 'hear', 'no', 'more']","['host', 'saved', 'us', 'red', 'waste', 'want', 'steal', 'hear']","['host', 'saved', 'u', 'red', 'waste', 'want', 'steal', 'hear']", host saved u red waste want steal hear,"{'neg': 0.458, 'neu': 0.229, 'pos': 0.313, 'compound': -0.4404}",-0.4404,0.0004342790966994788,0.0005650550314465409,0.0006847230675593427,0.0004755865567533291
6149,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Pig shit.,House Lannister, pig shit,2,"['pig', 'shit']","['pig', 'shit']","['pig', 'shit']", pig shit,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0.0,0.0,0.0,0.0
3257,4/1/2012,Season 2,Episode 1,The North Remembers,tyrion lannister,"Disappeared? What, in a puff of smoke? We had three Starks to trade. You chopped one's head off and let another escape. Father will be furious. It must be odd for you to be the disappointing child.",House Lannister, disappeared what in a puff of smoke we had three starks to trade you chopped ones head off and let another escape father will be furious it must be odd for you to be the disappointing child,37,"['disappeared', 'what', 'in', 'a', 'puff', 'of', 'smoke', 'we', 'had', 'three', 'starks', 'to', 'trade', 'you', 'chopped', 'ones', 'head', 'off', 'and', 'let', 'another', 'escape', 'father', 'will', 'be', 'furious', 'it', 'must', 'be', 'odd', 'for', 'you', 'to', 'be', 'the', 'disappointing', 'child']","['disappeared', 'puff', 'smoke', 'three', 'starks', 'trade', 'chopped', 'ones', 'head', 'let', 'another', 'escape', 'father', 'furious', 'must', 'odd', 'disappointing', 'child']","['disappeared', 'puff', 'smoke', 'three', 'starks', 'trade', 'chopped', 'one', 'head', 'let', 'another', 'escape', 'father', 'furious', 'must', 'odd', 'disappointing', 'child']", disappeared puff smoke three starks trade chopped one head let another escape father furious must odd disappointing child,"{'neg': 0.43, 'neu': 0.504, 'pos': 0.066, 'compound': -0.8555}",-0.8555,0.0005340024448304703,0.0005950821104122991,0.00045648204503956173,0.00042274360600295913
6721,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"Shh! Be calm, my sweet.",House Lannister, shh be calm my sweet,5,"['shh', 'be', 'calm', 'my', 'sweet']","['shh', 'calm', 'sweet']","['shh', 'calm', 'sweet']", shh calm sweet,"{'neg': 0.0, 'neu': 0.159, 'pos': 0.841, 'compound': 0.6486}",0.6486,0.0,0.0,0.0,0.0
4290,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,arya stark,How do you sleep?,House Stark, how do you sleep,4,"['how', 'do', 'you', 'sleep']",['sleep'],['sleep'], sleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
3820,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,"Stupider. Night's Watch doesn't take girls, everyone knows that.",House Stark, stupider nights watch does not take girls everyone knows that,10,"['stupider', 'nights', 'watch', 'does', 'not', 'take', 'girls', 'everyone', 'knows', 'that']","['stupider', 'nights', 'watch', 'take', 'girls', 'everyone', 'knows']","['stupider', 'night', 'watch', 'take', 'girl', 'everyone', 'know']", stupider night watch take girl everyone know,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.0008106543138390271,0.0010528975741239891,0.0013477088948787065,0.0011776429024368147
6860,6/3/2012,Season 2,Episode 10,Valar Morghulis,robb stark,It is important to me.,House Stark, it is important to me,5,"['it', 'is', 'important', 'to', 'me']",['important'],['important'], important,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,0.0,0.0,0.0,0.0
3994,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,jon snow,Offerings? He's murdering his own children. He's a monster.,House Stark, offerings he is murdering his own children he is a monster,11,"['offerings', 'he', 'is', 'murdering', 'his', 'own', 'children', 'he', 'is', 'a', 'monster']","['offerings', 'murdering', 'children', 'monster']","['offering', 'murdering', 'child', 'monster']", offering murdering child monster,"{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0.0,0.0,0.0,0.0003170577045022194
5722,5/13/2012,Season 2,Episode 7,A Man Without Honor,luwin,"We could start the search fresh in the morning, my lord.",House Stark, we could start the search fresh in the morning my lord,11,"['we', 'could', 'start', 'the', 'search', 'fresh', 'in', 'the', 'morning', 'my', 'lord']","['could', 'start', 'search', 'fresh', 'morning', 'lord']","['could', 'start', 'search', 'fresh', 'morning', 'lord']", could start search fresh morning lord,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,0.0010808724184520363,0.0011137316561844865,0.0005072022722661798,0.0
6485,5/27/2012,Season 2,Episode 9,Blackwater,tyrion lannister,Lady Sansa and Sheila.,House Lannister, lady sansa and sheila,4,"['lady', 'sansa', 'and', 'sheila']","['lady', 'sansa', 'sheila']","['lady', 'sansa', 'sheila']", lady sansa sheila,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0008878594865856012,0.0008844339622641511,0.0,0.0
5451,5/6/2012,Season 2,Episode 6,The Old Gods and the New,talisa,Maegyr.,House Stark, maegyr,1,['maegyr'],['maegyr'],['maegyr'], maegyr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
3303,4/1/2012,Season 2,Episode 1,The North Remembers,daenerys targaryen,You never have.,House Targaryen, you never have,3,"['you', 'never', 'have']",['never'],['never'], never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0018529241459177765,0.002161949685534591,0.0030432136335970784,0.0019023462270133164
5489,5/6/2012,Season 2,Episode 6,The Old Gods and the New,catelyn stark,"I told you, never trust a Greyjoy!",House Stark, i told you never trust a greyjoy,7,"['i', 'told', 'you', 'never', 'trust', 'a', 'greyjoy']","['told', 'never', 'trust', 'greyjoy']","['told', 'never', 'trust', 'greyjoy']", told never trust greyjoy,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4023}",-0.4023,0.0006658946149392009,0.0008352987421383648,0.0007608034083992696,0.0004755865567533291
4122,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,sansa stark,Come in.,House Stark, come in,2,"['come', 'in']",['come'],['come'], come,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0011580775911986102,0.0025550314465408804,0.002738892270237371,0.0025364616360177552
6750,6/3/2012,Season 2,Episode 10,Valar Morghulis,grand maester pycelle,"Oh, For your trouble.",House Lannister, oh for your trouble,4,"['oh', 'for', 'your', 'trouble']","['oh', 'trouble']","['oh', 'trouble']", oh trouble,"{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.0004632310364794441,0.0,0.0007608034083992696,0.0
